nume,jud,pe_lista,"06_21 LP","06_21 LS","06_21 UM","06_21 LT","07_21 LP","07_21 LS","07_21 UM","07_21 LT"
DINIAŞ,TM,885,25,11,0,36,109,29,0,138
"SÎNMARTINU SÎRBESC",TM,810,28,10,0,38,88,32,0,120
PERIAM,TM,4135,144,57,0,201,473,173,0,646
PESAC,TM,1826,133,12,0,145,456,45,0,501
PIETROASA,TM,276,19,2,0,21,133,6,0,139
"CRIVINA DE SUS",TM,168,20,5,0,25,101,11,0,112
FĂRĂŞEŞTI,TM,179,17,3,0,20,97,4,0,101
POIENI,TM,215,19,1,0,20,141,14,0,155
PIŞCHIA,TM,1063,46,12,0,58,155,23,0,178
"BENCECU DE JOS",TM,322,50,12,0,62,174,37,0,211
"BENCECU DE SUS",TM,762,39,5,0,44,200,20,0,220
MURANI,TM,482,22,5,0,27,78,24,1,103
RACOVIŢA,TM,680,42,13,0,55,140,35,0,175
CĂPĂT,TM,210,14,3,0,17,45,15,0,60
DRĂGOIEŞTI,TM,313,5,6,0,11,45,15,0,60
FICĂTAR,TM,321,12,4,0,16,49,11,0,60
HITIAŞ,TM,675,32,10,0,42,141,20,0,161
SÂRBOVA,TM,231,19,7,0,26,40,11,0,51
"REMETEA MARE",TM,1384,44,14,0,58,212,49,0,261
IANOVA,TM,785,30,14,0,44,128,42,0,170
"SACOŞU TURCESC",TM,752,37,3,0,40,124,28,0,152
BERINI,TM,403,6,3,0,9,31,14,0,45
ICLODA,TM,213,13,9,0,22,38,29,0,67
OTVEŞTI,TM,283,9,3,0,12,39,12,0,51
"STAMORA ROMÂNĂ",TM,216,6,12,0,18,41,41,0,82
ULIUC,TM,569,35,11,0,46,93,24,0,117
UNIP,TM,179,8,4,0,12,42,24,0,66
SARAVALE,TM,2123,87,8,0,95,277,16,1,294
SATCHINEZ,TM,2473,100,12,0,112,390,50,0,440
BĂRĂTEAZ,TM,566,25,1,0,26,83,12,0,95
HODONI,TM,999,53,7,0,60,162,18,0,180
SĂCĂLAZ,TM,5169,207,42,0,249,760,150,2,912
"BEREGSĂU MARE",TM,1814,131,11,4,146,390,55,22,467
"BEREGSĂU MIC",TM,750,26,5,0,31,105,19,0,124
"SÂNPETRU MARE",TM,1818,60,1,0,61,179,17,1,197
IGRIŞ,TM,948,21,8,0,29,70,22,0,92
SECAŞ,TM,220,12,6,0,18,41,13,0,54
CRIVOBARA,TM,58,4,5,0,9,14,13,0,27
SÎNANDREI,TM,3509,130,20,0,150,482,79,0,561
CARANI,TM,1691,68,2,0,70,228,21,0,249
COVACI,TM,769,44,8,0,52,124,37,0,161
"SÎNMIHAIU ROMÂN",TM,3065,124,15,0,139,382,56,0,438
"SÎNMIHAIU GERMAN",TM,857,55,8,0,63,169,22,0,191
UTVIN,TM,2410,182,27,0,209,531,71,0,602
ŞAG,TM,3125,104,23,0,127,512,125,0,637
ŞANDRA,TM,2030,88,13,0,101,312,49,0,361
UIHEI,TM,470,22,3,0,25,109,16,0,125
ŞTIUCA,TM,873,52,7,0,59,353,21,0,374
DRAGOMIREŞTI,TM,288,21,3,0,24,96,12,0,108
OLOŞAG,TM,283,7,8,0,15,32,30,0,62
ZGRIBEŞTI,TM,184,6,6,0,12,44,17,0,61
"TEREMIA MARE",TM,2281,93,10,0,103,261,23,1,285
NERĂU,TM,932,26,6,0,32,123,14,3,140
"TEREMIA MICĂ",TM,561,21,8,0,29,83,14,0,97
"COLONIA FABRICII",TM,673,59,4,0,63,204,17,0,221
BALOŞEŞTI,TM,113,10,2,0,12,70,7,0,77
"LUNCANII DE JOS",TM,296,24,5,0,29,104,8,0,112
ROMÂNEŞTI,TM,416,33,16,0,49,199,39,0,238
TOMEŞTI,TM,269,51,6,0,57,149,11,0,160
TOMNATIC,TM,3085,99,1,0,100,304,13,0,317
"TOPOLOVĂŢU MARE",TM,938,46,10,0,56,135,33,0,168
CRALOVĂŢ,TM,90,3,7,0,10,10,25,0,35
ICTAR-BUDINŢI,TM,328,26,10,0,36,74,55,0,129
IOSIFALĂU,TM,440,15,6,0,21,57,14,0,71
SUŞTRA,TM,322,14,6,0,20,63,17,0,80
TORMAC,TM,1404,20,0,0,20,62,15,0,77
CADAR,TM,218,11,6,0,17,49,18,0,67
ŞIPET,TM,685,28,7,0,35,106,15,0,121
SUDRIAŞ,TM,640,32,2,0,34,149,17,1,167
SĂCENI,TM,171,37,6,0,43,79,9,0,88
"SURDUCU MIC",TM,261,22,12,0,34,104,29,0,133
SUSANI,TM,321,31,9,0,40,94,14,0,108
"TRAIAN VUIA",TM,364,35,8,0,43,174,22,0,196
UIVAR,TM,1150,44,9,0,53,178,22,1,201
PUSTINIŞ,TM,595,31,6,0,37,115,20,0,135
RĂUŢI,TM,503,27,3,0,30,89,11,0,100
"SÂNMARTINU MAGHIAR",TM,220,13,0,0,13,34,6,0,40
VARIAŞ,TM,3587,128,16,0,144,465,52,18,535
GELU,TM,1184,52,10,0,62,233,39,0,272
"SÎNPETRU MIC",TM,456,11,7,0,18,58,14,0,72
VĂLCANI,TM,1131,67,4,0,71,200,16,0,216
"VICTOR VLAD DELAMARINA",TM,377,34,10,0,44,119,29,0,148
HERENDEŞTI,TM,370,17,5,0,22,104,28,0,132
HONORICI,TM,244,8,4,0,12,51,12,0,63
PĂDURENI,TM,147,10,5,0,15,55,9,0,64
"PETROASA MARE",TM,877,38,3,0,41,177,13,0,190
VIŞAG,TM,286,20,8,0,28,64,29,0,93
VOITEG,TM,1652,100,28,0,128,257,59,0,316
FOLEA,TM,362,22,6,0,28,61,14,0,75
ALEXANDRIA,TR,42781,2456,186,12,2654,6814,407,13,7234
"ROSIORI DE VEDE",TR,25837,1152,109,82,1343,3565,266,86,3917
"TURNU MĂGURELE",TR,24192,1044,83,0,1127,3265,216,18,3499
VIDELE,TR,8927,399,51,45,495,1450,152,45,1647
COŞOAIA,TR,276,16,8,0,24,59,24,0,83
ZIMNICEA,TR,12609,570,40,22,632,2058,95,55,2208
BALACI,TR,813,41,9,0,50,208,49,24,281
TECUCI,TR,550,25,3,0,28,124,57,23,204
BĂBĂIŢA,TR,2412,158,12,0,170,508,32,0,540
BECIU,TR,806,88,4,0,92,296,34,0,330
SMÂRDAN,TR,461,37,3,0,40,172,19,0,191
BEUCA,TR,922,51,14,53,118,157,28,53,238
PLOPI,TR,157,13,8,0,21,60,18,11,89
BLEJEŞTI,TR,1866,202,38,0,240,640,132,14,786
BACIU,TR,883,58,19,0,77,284,51,3,338
SERICU,TR,340,89,17,0,106,185,29,1,215
BOGDANA,TR,738,85,33,0,118,242,80,0,322
ULMENI,TR,566,40,6,0,46,173,32,0,205
URLUIU,TR,505,54,40,0,94,199,103,0,302
BOTOROAGA,TR,1052,34,13,0,47,126,36,0,162
CĂLUGARU,TR,687,32,3,0,35,86,9,0,95
TÎRNAVA,TR,1042,32,21,0,53,135,51,0,186
TUNARI,TR,153,7,7,0,14,26,18,0,44
"VALEA CIREŞULUI",TR,1205,16,11,0,27,79,26,0,105
BRAGADIRU,TR,3207,86,23,0,109,375,65,0,440
BRÎNCENI,TR,2305,77,7,0,84,543,49,0,592
BUJORENI,TR,456,79,39,0,118,190,98,5,293
PRUNARU,TR,353,43,14,0,57,138,43,4,185
BUJORU,TR,1472,36,7,0,43,157,32,0,189
BUZESCU,TR,3502,55,7,0,62,499,72,1,572
CĂLINEŞTI,TR,1171,55,5,0,60,337,37,40,414
LICURICIU,TR,403,25,7,33,65,111,36,33,180
COPĂCEANCA,TR,744,59,11,0,70,199,43,76,318
ANTONEŞTI,TR,246,33,7,19,59,110,16,19,145
CĂLMĂŢUIU,TR,558,56,7,0,63,222,29,0,251
CARAVANEŢI,TR,210,17,2,0,19,71,23,0,94
BUJORU,TR,211,34,16,0,50,98,31,0,129
"NICOLAE BĂLCESCU",TR,564,47,5,0,52,149,23,0,172
"CĂLMĂŢUIU DE SUS",TR,652,41,3,0,44,244,14,0,258
IONAŞCU,TR,284,12,10,0,22,35,16,0,51
BĂCĂLEŞTI,TR,799,12,8,0,20,132,23,0,155
CERVENIA,TR,2460,122,27,0,149,523,79,0,602
"CIOLĂNEŞTII DIN DEAL",TR,1326,35,12,0,47,186,55,0,241
"CIOLĂNEŞTII DIN VALE",TR,470,17,3,0,20,88,22,0,110
BALDOVINEŞTI,TR,353,12,2,0,14,65,7,0,72
CIUPERCENI,TR,828,113,24,0,137,276,58,25,359
POIANA,TR,513,100,28,37,165,188,47,38,273
CONŢEŞTI,TR,2708,424,42,49,515,1215,117,49,1381
COSMEŞTI,TR,834,70,6,0,76,413,37,27,477
CIUPERCENI,TR,1201,68,2,0,70,361,23,24,408
CRÂNGU,TR,850,87,17,0,104,215,54,15,284
SECARA,TR,294,58,17,0,75,174,30,18,222
CREVENICU,TR,716,22,8,0,30,144,50,0,194
RĂDULEŞTI,TR,433,6,5,0,11,66,15,0,81
CRÎNGENI,TR,1215,47,9,0,56,220,30,0,250
"BALTA SĂRATĂ",TR,626,21,11,0,32,129,32,0,161
DOROBANŢU,TR,222,21,13,0,34,71,35,0,106
STEJARU,TR,144,11,12,0,23,68,44,0,112
DIDEŞTI,TR,960,24,7,0,31,129,23,0,152
DOBROTEŞTI,TR,2648,37,21,0,58,289,67,0,356
MERIŞANI,TR,960,23,5,0,28,166,27,0,193
DRACEA,TR,1043,73,17,0,90,340,52,16,408
ZLATA,TR,63,16,8,0,24,29,17,0,46
FLORICA,TR,181,25,6,0,31,65,27,13,105
DRĂCŞENEI,TR,618,34,2,0,36,117,13,8,138
DRĂCŞANI,TR,328,24,6,0,30,106,25,9,140
ODOBEASCA,TR,427,7,4,0,11,90,12,7,109
"DRĂGĂNEŞTI DE VEDE",TR,1176,27,6,0,33,99,16,0,115
VĂCĂREŞTI,TR,543,18,4,0,22,60,8,0,68
DRĂGĂNEŞTI-VLAŞCA,TR,2776,43,27,0,70,262,66,0,328
VĂCENI,TR,218,10,7,0,17,30,17,0,47
COMOARA,TR,358,44,18,0,62,155,45,0,200
FÂNTÂNELE,TR,1355,157,50,0,207,526,120,0,646
FRĂSINET,TR,1497,122,10,0,132,463,52,0,515
CLĂNIŢA,TR,555,55,9,0,64,261,39,0,300
FRUMOASA,TR,1254,98,17,0,115,357,71,0,428
PĂULEASCA,TR,418,27,8,0,35,73,24,0,97
FURCULEŞTI,TR,1413,30,2,0,32,161,41,8,210
SPĂTĂREI,TR,827,28,8,0,36,81,22,0,103
VOIEVODA,TR,529,23,5,0,28,71,15,0,86
GĂLĂTENI,TR,1235,49,3,0,52,455,27,0,482
BÎSCOVENI,TR,852,27,3,0,30,117,23,0,140
GRATIA,TR,948,37,7,0,44,260,34,0,294
CIURARI-DEAL,TR,1169,52,12,0,64,231,47,0,278
ISLAZ,TR,3550,148,32,0,180,634,86,14,734
MOLDOVENI,TR,777,24,7,0,31,130,28,0,158
IZVOARELE,TR,2079,54,10,0,64,444,43,2,489
LISA,TR,1293,16,4,0,20,106,24,0,130
VÎNĂTORI,TR,545,14,2,0,16,69,14,0,83
LIŢA,TR,2213,75,16,0,91,402,81,0,483
LUNCA,TR,1536,12,6,0,18,106,37,0,143
PRUNDU,TR,1162,27,2,0,29,153,3,0,156
MAVRODIN,TR,2024,54,11,0,65,270,43,0,313
MĂGURA,TR,1465,167,24,0,191,518,92,49,659
GURUIENI,TR,773,135,20,0,155,341,60,38,439
MĂLDĂENI,TR,3459,146,27,28,201,618,72,28,718
"MERENII DE JOS",TR,1317,41,11,0,52,194,29,0,223
"MERENII DE SUS",TR,834,15,0,0,15,118,16,0,134
CERNETU,TR,1105,26,7,0,33,111,33,0,144
"VALEA PĂRULUI",TR,661,18,2,0,20,84,18,0,102
MÎRZĂNEŞTI,TR,510,22,7,0,29,73,27,0,100
TELEORMANU,TR,742,24,4,0,28,119,27,0,146
MOŞTENI,TR,1178,59,18,63,140,404,51,63,518
NANOV,TR,3073,97,14,0,111,410,49,0,459
NĂSTURELU,TR,1274,90,1,0,91,315,5,0,320
ZIMNICELE,TR,812,15,1,0,16,81,11,0,92
NECŞEŞTI,TR,459,30,6,0,36,108,24,0,132
GÎRDEŞTI,TR,438,19,5,0,24,83,18,0,101
NENCIULEŞTI,TR,1517,91,11,0,102,458,58,0,516
"PĂRU ROTUND",TR,469,14,0,0,14,55,5,0,60
OLTENI,TR,1504,45,6,0,51,175,29,0,204
"PERII BROŞTENI",TR,897,10,0,0,10,90,14,0,104
"ORBEASCA DE JOS",TR,1798,62,10,0,72,280,61,12,353
"ORBEASCA DE SUS",TR,2427,108,22,0,130,425,74,25,524
LĂCENI,TR,1957,56,15,0,71,287,36,24,347
PERETU,TR,6026,101,10,0,111,535,43,0,578
PIATRA,TR,2552,56,20,0,76,294,70,0,364
PIETROŞANI,TR,2120,86,19,0,105,456,99,32,587
PLOPII-SLĂVITEŞTI,TR,571,28,2,0,30,178,43,18,239
BRÎNCOVEANCA,TR,831,18,6,39,63,164,25,39,228
DUDU,TR,620,40,6,0,46,174,22,9,205
PLOSCA,TR,4789,68,10,0,78,392,54,0,446
POENI,TR,1138,49,6,0,55,118,30,0,148
PREAJBA,TR,328,23,3,0,26,66,11,0,77
VĂTAŞI,TR,482,5,5,0,10,25,6,0,31
CĂTUNU,TR,362,10,13,0,23,52,32,0,84
POROSCHIA,TR,2869,195,33,29,257,1120,120,29,1269
CALOMFIREŞTI,TR,858,70,11,0,81,329,29,0,358
PURANI,TR,1163,31,3,10,44,190,13,10,213
PUTINEIU,TR,1069,47,8,1,56,271,52,1,324
BĂDULEASA,TR,579,41,22,0,63,126,55,0,181
RĂDOIEŞTI-VALE,TR,528,134,4,0,138,341,27,0,368
RĂDOIEŞTI-DEAL,TR,829,46,7,0,53,293,18,0,311
CETATEA,TR,319,23,10,0,33,126,25,0,151
RĂSMIREŞTI,TR,664,26,12,0,38,68,35,0,103
SAELELE,TR,1266,92,8,0,100,458,55,56,569
PLEAŞOV,TR,684,39,12,0,51,245,45,31,321
SALCIA,TR,792,60,21,0,81,187,46,16,249
BĂNEASA,TR,710,110,25,0,135,288,72,15,375
"TUDOR VLADIMIRESCU",TR,598,72,11,0,83,200,34,34,268
SĂCENI,TR,572,27,7,0,34,155,40,0,195
CIURARI,TR,376,21,8,0,29,92,17,0,109
SCRIOAŞTEA,TR,1870,93,7,0,100,381,38,0,419
BREBINA,TR,640,29,13,0,42,103,23,0,126
CUCUEŢI,TR,683,24,9,0,33,104,18,0,122
"SCURTU MARE",TR,878,45,8,0,53,290,37,33,360
DRĂCEŞTI,TR,281,37,15,0,52,136,35,3,174
ALBENI,TR,166,6,13,0,19,73,31,0,104
SEACA,TR,1229,52,5,0,57,229,41,14,284
NĂVODARI,TR,703,49,3,0,52,187,20,6,213
SEGARCEA-VALE,TR,824,54,12,0,66,222,54,1,277
OLTEANCA,TR,728,27,21,0,48,162,49,0,211
SEGARCEA-DEAL,TR,937,53,13,0,66,211,33,3,247
SFINŢEŞTI,TR,920,25,5,0,30,129,14,0,143
SILIŞTEA,TR,1093,46,7,0,53,237,37,0,274
BUTEŞTI,TR,507,13,7,0,20,37,11,0,48
"SILIŞTEA MICĂ",TR,271,15,3,0,18,40,6,0,46
SILIŞTEA-GUMEŞTI,TR,1992,71,29,0,100,315,72,1,388
UDENI,TR,354,15,6,0,21,101,44,0,145
SÎRBENI,TR,544,16,6,0,22,73,23,0,96
"SÎRBENII DE JOS",TR,213,19,2,0,21,44,11,0,55
"SLOBOZIA MÂNDRA",TR,1362,93,21,31,145,391,99,78,568
SMÎRDIOASA,TR,1528,57,9,0,66,317,36,0,353
ŞOIMU,TR,363,38,12,0,50,107,31,0,138
STEJARU,TR,611,73,23,0,96,308,63,5,376
SOCETU,TR,651,83,13,0,96,277,62,8,347
BRATCOVU,TR,111,30,11,0,41,71,28,5,104
GRESIA,TR,99,29,6,0,35,73,26,4,103
SUHAIA,TR,1870,42,11,0,53,182,41,0,223
ŞTOROBĂNEASA,TR,1425,45,13,24,82,261,39,26,326
BEIU,TR,1152,59,15,0,74,219,45,5,269
TALPA-OGRĂZILE,TR,761,81,28,83,192,221,62,83,366
TALPA-BÎSCOVENI,TR,708,59,10,18,87,239,24,40,303
"TĂTĂRĂŞTII DE JOS",TR,1207,29,17,0,46,149,53,0,202
SLĂVEŞTI,TR,776,21,9,0,30,216,27,0,243
"TĂTĂRĂŞTII DE SUS",TR,1085,25,8,0,33,176,23,0,199
UDUPU,TR,1211,30,9,0,39,193,42,0,235
TRAIAN,TR,1494,77,10,0,87,523,80,0,603
TRIVALEA-MOŞTENI,TR,772,32,2,0,34,132,9,0,141
BRĂTĂŞANI,TR,516,20,13,0,33,54,23,0,77
DEPARAŢI,TR,868,13,6,0,19,61,16,0,77
TROIANUL,TR,2134,84,14,0,98,363,47,0,410
VATRA,TR,168,5,0,0,5,25,2,0,27
DULCENI,TR,69,5,2,0,7,14,17,0,31
ŢIGĂNEŞTI,TR,4211,183,23,13,219,1032,76,28,1136
UDA-CLOCOCIOV,TR,634,53,9,0,62,230,40,28,298
UDA-PACIUREA,TR,650,53,8,0,61,154,30,23,207
VEDEA,TR,505,33,4,0,37,186,23,0,209
ALBEŞTI,TR,550,59,9,0,68,298,55,0,353
COŞOTENI,TR,456,63,15,0,78,191,50,0,241
DULCEANCA,TR,437,85,12,0,97,204,28,0,232
MERI,TR,383,54,3,0,57,181,27,0,208
VIIŞOARA,TR,1386,24,12,0,36,141,46,0,187
PURANI,TR,603,31,11,0,42,159,44,18,221
SILIŞTEA,TR,698,58,22,41,121,241,70,41,352
VITANESTI,TR,955,52,15,0,67,323,80,32,435
"VÎRTOAPELE DE SUS",TR,838,74,19,0,93,247,68,0,315
"VÎRTOAPELE DE JOS",TR,742,35,8,0,43,213,39,0,252
GĂRĂGĂU,TR,591,32,4,0,36,122,24,0,146
ZÎMBREASCA,TR,1190,54,4,78,136,344,29,104,477
"RÂMNICU VÂLCEA",VL,98694,4813,392,8,5213,13936,1096,9,15041
DRĂGĂŞANI,VL,17234,601,64,0,665,2081,197,9,2287
BĂBENI,VL,7615,228,41,0,269,1238,165,20,1423
CURĂTURILE,VL,1082,40,150,0,190,177,225,0,402
PRAJILA,VL,1025,63,10,0,73,180,26,0,206
GĂTEJEŞTI,VL,321,2,1,0,3,39,11,0,50
LIVADIA,VL,1552,78,430,0,508,351,741,0,1092
OLĂNEŞTI,VL,1337,49,13,0,62,234,46,0,280
CHEIA,VL,899,43,6,0,49,157,36,0,193
BĂLCEŞTI,VL,1863,62,14,0,76,270,46,0,316
BENEŞTI,VL,367,6,3,0,9,37,8,0,45
GORUNEŞTI,VL,647,22,5,0,27,91,25,0,116
IRIMEŞTI,VL,463,5,9,0,14,38,17,0,55
OTETELIŞU,VL,847,19,2,0,21,80,10,0,90
"DEALU ALUNIŞ",VL,2104,49,2,0,51,175,21,0,196
ROŞIOARA,VL,1484,22,4,0,26,235,10,0,245
"TÂRGU GÂNGULEŞTI",VL,929,19,4,0,23,92,13,0,105
PĂSCOAIA,VL,168,6,9,0,15,47,13,0,60
"VALEA LUI STAN",VL,439,57,4,0,61,145,9,0,154
BREZOI,VL,4611,146,14,0,160,522,61,0,583
CĂLINEŞTI,VL,545,17,8,0,25,90,18,0,108
CĂLIMĂNEŞTI,VL,7388,313,624,0,937,1083,1039,0,2122
URŞANI,VL,392,21,1,0,22,65,6,0,71
HOREZU,VL,3386,161,28,0,189,591,109,0,700
RÎMEŞTI,VL,383,10,2,0,12,57,3,0,60
"ROMANII DE JOS",VL,628,39,11,0,50,123,64,0,187
"ROMANII DE SUS",VL,837,25,6,0,31,131,9,0,140
TĂNĂSEŞTI,VL,130,5,0,0,5,14,3,0,17
"GURA SUHAŞULUI",VL,1382,34,3,0,37,184,16,0,200
OCNIŢA,VL,1442,18,6,0,24,153,20,0,173
IGOIU,VL,1485,16,5,0,21,96,12,0,108
BODEŞTI,VL,305,0,1,0,1,10,5,0,15
COLTEŞTI,VL,1323,14,0,0,14,152,13,0,165
ROŞIA,VL,481,10,7,0,17,72,8,0,80
AMĂRĂŞTI,VL,867,6,7,1,14,73,23,1,97
NEMOIU,VL,657,6,5,0,11,47,14,0,61
BODEŞTI,VL,777,16,8,0,24,123,30,0,153
BĂRBĂTEŞTI,VL,1272,48,26,0,74,194,51,0,245
BÎRZEŞTI,VL,786,20,40,0,60,82,46,0,128
BERISLĂVEŞTI,VL,776,19,6,0,25,105,20,0,125
DÎNGEŞTI,VL,276,9,3,0,12,63,9,0,72
RĂDĂCINEŞTI,VL,552,22,7,0,29,82,10,0,92
ROBAIA,VL,197,3,5,0,8,27,6,0,33
SCĂUENI,VL,405,5,1,0,6,63,9,0,72
BOIŞOARA,VL,1023,13,2,0,15,207,17,0,224
BUDEŞTI,VL,1276,27,7,0,34,158,23,0,181
LINIA,VL,546,9,3,0,12,54,10,0,64
BARZA,VL,861,22,5,0,27,116,13,0,129
BÎRSEŞTI,VL,751,14,5,0,19,95,17,0,112
RUDA,VL,450,9,4,0,13,48,12,0,60
BERCIOIU,VL,289,10,2,0,12,55,9,0,64
RACOVIŢA,VL,851,12,1,0,13,123,8,0,131
OLTENI,VL,1487,43,18,0,61,213,51,0,264
LUNCA,VL,581,9,7,0,16,118,16,0,134
BOGDĂNEŞTI,VL,682,21,7,0,28,103,24,0,127
"GURA VĂII",VL,1154,17,7,0,24,122,16,0,138
BUNEŞTI,VL,942,30,0,0,30,122,13,0,135
TITIRECI,VL,867,16,1,0,17,91,9,0,100
TEIUŞU,VL,442,11,7,0,18,42,10,0,52
ARMĂŞEŞTI,VL,509,8,2,0,10,60,11,0,71
CERNIŞOARA,VL,701,18,1,0,19,122,14,0,136
GROŞI,VL,764,13,1,0,14,92,17,0,109
MĂDULARI,VL,554,10,1,0,11,97,9,0,106
OBÎRŞIA,VL,444,9,5,0,14,61,10,0,71
"CÎINENII MICI",VL,492,16,2,0,18,64,16,0,80
"CÎINENII MARI",VL,609,19,7,0,26,73,22,0,95
GREBLEŞTI,VL,577,26,4,0,30,124,41,0,165
ROBEŞTI,VL,172,5,4,1,10,26,22,1,49
ULMETU,VL,1142,19,2,0,21,137,19,0,156
VEŢELU,VL,436,9,4,0,13,47,16,0,63
BĂLTENI,VL,308,4,6,0,10,28,8,0,36
HOTĂRASA,VL,312,5,9,0,14,47,14,0,61
COSTEŞTI,VL,1554,36,4,0,40,262,28,0,290
BISTRIŢA,VL,720,71,30,0,101,189,43,0,232
PIETRENI,VL,443,13,4,0,17,59,18,0,77
CREŢENI,VL,878,20,4,0,24,196,25,0,221
IZVORU,VL,474,17,8,0,25,65,19,0,84
STREMINOASA,VL,494,21,3,0,24,82,9,0,91
DĂEŞTI,VL,848,11,6,0,17,156,22,0,178
SÎNBOTIN,VL,706,29,2,1,32,115,6,1,122
FEDELEŞOIU,VL,853,19,4,0,23,140,23,0,163
BĂBUEŞTI,VL,73,0,1,0,1,3,6,0,9
UDREŞTI,VL,808,14,18,0,32,221,87,0,308
"DEALU SCHEIULUI",VL,237,12,4,0,16,83,30,0,113
"LĂUNELE DE JOS",VL,357,7,12,0,19,150,89,0,239
CERETU,VL,312,11,5,0,16,116,39,0,155
BĂBENI-OLTEŢU,VL,889,15,1,0,16,95,9,0,104
BUDEŞTI,VL,660,27,5,0,32,171,10,0,181
DRĂGOEŞTI,VL,1683,45,13,0,58,266,72,0,338
MĂRCUŞU,VL,657,7,4,0,11,73,7,0,80
MILEŞTI,VL,516,18,3,0,21,72,18,0,90
FÎRTĂŢEŞTI,VL,330,4,6,0,10,71,16,0,87
BECŞANI,VL,376,9,0,0,9,88,26,0,114
DOZEŞTI,VL,1406,5,11,0,16,197,33,0,230
GIULEŞTI,VL,990,23,5,0,28,154,28,0,182
FRÎNCEŞTI,VL,615,20,2,0,22,69,7,0,76
MĂNĂILEŞTI,VL,647,15,4,0,19,86,26,0,112
GENUNENI,VL,418,17,4,0,21,45,11,0,56
COŞANI,VL,1155,27,5,0,32,103,16,0,119
DEZROBIŢI,VL,569,65,11,0,76,129,22,0,151
MOŞTENI,VL,658,22,3,0,25,90,23,0,113
VIIŞOARA,VL,231,7,6,0,13,60,17,0,77
GALICEA,VL,951,27,10,0,37,127,36,0,163
TEIU,VL,351,22,4,0,26,104,18,0,122
"VALEA RÎULUI",VL,359,16,4,0,20,64,18,0,82
COCORU,VL,545,18,2,0,20,68,11,0,79
"BRATIA DIN VALE",VL,379,13,3,0,16,37,8,0,45
"BRATIA DIN DEAL",VL,278,9,6,0,15,41,19,0,60
CREMENARI,VL,336,16,6,0,22,74,24,0,98
ŞTIRBEŞTI,VL,488,20,6,0,26,40,21,0,61
GHIOROIU,VL,489,21,7,0,28,87,35,1,123
POIENARI,VL,228,13,4,0,17,49,17,0,66
GLĂVILE,VL,865,22,0,0,22,138,17,0,155
ANINOASA,VL,156,8,7,0,15,57,23,0,80
OLTEANCA,VL,588,6,7,0,13,144,45,0,189
POPEŞTI,VL,756,18,3,0,21,83,15,0,98
BLIDARI,VL,858,14,1,0,15,116,18,0,134
TULEI-CÎMPENI,VL,341,5,2,0,7,45,22,0,67
VĂTĂŞEŞTI,VL,205,8,3,0,11,35,17,0,52
GRĂDIŞTEA,VL,354,2,5,0,7,39,19,0,58
"VALEA GRĂDIŞTEI",VL,117,7,7,0,14,20,12,0,32
DOBRICEA,VL,650,11,3,0,14,72,10,0,82
ŢUŢURU,VL,1058,59,11,0,70,196,29,0,225
SPÎRLENI,VL,756,19,9,0,28,91,18,0,109
GUŞOIANCA,VL,478,9,1,0,10,70,9,0,79
IONEŞTI,VL,1129,17,5,0,22,121,15,0,136
DELURENI,VL,879,10,5,0,15,61,11,0,72
FOTEŞTI,VL,694,13,4,0,17,63,9,0,72
MARCEA,VL,693,17,4,0,21,70,20,0,90
LALOŞU,VL,763,10,0,0,10,39,8,0,47
MOLOGEŞTI,VL,522,14,2,0,16,38,8,0,46
BERBEŞTI,VL,364,6,0,0,6,35,9,0,44
OLTEŢANI,VL,203,6,3,0,9,29,8,0,37
LĂCUSTENI,VL,418,9,3,0,12,53,15,0,68
CONTEA,VL,249,8,1,0,9,24,10,0,34
GĂNEŞTI,VL,456,13,2,0,15,98,8,0,106
LĂDEŞTI,VL,743,11,7,0,18,132,58,10,200
GĂGENI,VL,192,1,4,0,5,46,34,0,80
CHIRICEŞTI,VL,412,17,6,0,23,127,32,0,159
OLTEANCA,VL,81,4,1,0,5,33,17,0,50
SĂRULEŞTI,VL,1143,19,3,0,22,167,28,0,195
BROŞTENI,VL,548,8,5,0,13,58,27,0,85
LIVEZI,VL,598,7,7,0,14,62,19,0,81
PLEŞOIU,VL,328,6,3,0,9,48,15,0,63
LUNGEŞTI,VL,829,17,2,0,19,63,19,0,82
STĂNEŞTI-LUNCA,VL,814,11,0,0,11,69,7,0,76
FUMURENI,VL,565,9,0,0,9,40,15,0,55
DUMBRAVA,VL,319,5,2,0,7,21,7,0,28
MALAIA,VL,873,33,12,0,45,191,26,0,217
CIUNGETU,VL,401,9,8,0,17,41,24,0,65
SĂLIŞTEA,VL,240,9,2,0,11,61,18,0,79
MATEEŞTI,VL,1085,16,2,0,18,143,17,0,160
GRECI,VL,479,9,3,0,12,78,14,0,92
TURCEŞTI,VL,1004,12,14,0,26,88,26,0,114
OVESELU,VL,798,14,8,0,22,105,52,0,157
POPEŞTI,VL,378,11,2,0,13,77,19,0,96
ŞTEFĂNEŞTI,VL,250,3,2,0,5,44,8,0,52
MĂDULARI,VL,642,31,6,0,37,173,27,0,200
BĂLŞOARA,VL,262,9,2,0,11,82,18,0,100
BĂNŢEŞTI,VL,258,8,2,0,10,95,14,0,109
MĂLDĂREŞTI,VL,1509,31,5,0,36,166,17,0,183
TELECHEŞTI,VL,133,3,0,0,3,14,12,0,26
BULETA,VL,1193,31,9,0,40,189,26,0,215
