nume,jud,pe_lista,"06_21 LP","06_21 LS","06_21 UM","06_21 LT","07_21 LP","07_21 LS","07_21 UM","07_21 LT"
MĂGURA,VL,724,23,13,0,36,100,33,0,133
VULPUEŞTI,VL,643,19,5,0,24,95,14,0,109
BÎRSEŞTI,VL,671,15,3,0,18,78,14,0,92
STUPĂREI,VL,718,34,7,0,41,221,36,0,257
MIHĂEŞTI,VL,910,21,30,0,51,107,61,0,168
GURIŞOARA,VL,762,23,2,0,25,112,14,0,126
MILCOIU,VL,601,11,5,0,16,95,30,0,125
IZBĂSEŞTI,VL,204,10,5,0,15,40,18,0,58
CIUTEŞTI,VL,234,18,7,0,25,46,13,0,59
MITROFANI,VL,577,9,0,0,9,64,9,0,73
RACU,VL,239,1,4,0,5,20,8,0,28
MUEREASCA,VL,931,5,1,0,6,93,16,0,109
"MUEREASCA DE SUS",VL,1161,35,18,0,53,177,39,0,216
ROTĂRĂŞTI,VL,915,15,3,0,18,140,50,1,191
"CORBII DIN VALE",VL,328,16,5,0,21,66,29,0,95
ŞERBĂNEASA,VL,756,26,5,0,31,121,9,0,130
PREDEŞTI,VL,682,16,1,0,17,82,11,0,93
GÎLTOFANI,VL,137,4,3,0,7,27,20,0,47
OLANU,VL,469,9,2,0,11,63,8,0,71
"CASA VECHE",VL,587,10,1,0,11,58,9,0,67
CIOBOŢI,VL,602,14,6,0,20,70,16,0,86
DRĂGIOIU,VL,491,24,3,0,27,104,16,0,120
STOICĂNEŞTI,VL,350,4,2,0,6,71,23,0,94
ORLEŞTI,VL,1505,35,5,0,40,238,33,0,271
SILEA,VL,879,26,5,0,31,165,19,0,184
OTEŞANI,VL,1124,25,3,0,28,130,16,0,146
CÎRSTĂNEŞTI,VL,1120,16,5,0,21,94,13,0,107
PIETRARI,VL,1081,36,9,0,45,146,45,0,191
PĂUŞEŞTI-MĂGLAŞI,VL,1285,39,0,0,39,189,17,0,206
"VALEA CHEII",VL,925,35,6,0,41,112,21,0,133
BARCANELE,VL,495,16,2,0,18,100,14,0,114
PĂUŞEŞTI,VL,774,28,12,0,40,144,40,0,184
CERNELELE,VL,521,12,5,0,17,57,19,0,76
BUZDUGAN,VL,400,11,1,0,12,67,7,0,74
PERIŞANI,VL,470,16,4,0,20,95,10,0,105
MLĂCENI,VL,440,16,7,0,23,130,18,0,148
POIANA,VL,489,11,2,0,13,129,8,0,137
SPINU,VL,301,12,3,0,15,44,7,0,51
PODENI,VL,53,2,5,0,7,13,7,0,20
PESCEANA,VL,1363,12,2,0,14,129,26,0,155
PIETRARI,VL,1383,25,5,0,30,184,37,0,221
"PIETRARII DE SUS",VL,1138,11,3,0,14,103,14,0,117
DĂEŞTI,VL,774,6,5,0,11,126,29,0,155
MEIENI,VL,382,7,3,0,10,114,16,0,130
POPEŞTI,VL,510,18,4,0,22,153,38,0,191
URŞI,VL,854,19,0,0,19,342,39,0,381
PRUNDENI,VL,1295,38,12,0,50,159,34,0,193
CĂLINA,VL,1185,22,5,0,27,145,15,0,160
BĂRBUCENI,VL,991,15,4,0,19,118,15,0,133
RACOVIŢA,VL,768,22,16,0,38,109,35,0,144
"GRUIU LUPULUI",VL,123,12,12,0,24,30,14,0,44
TUŢULEŞTI,VL,118,11,3,0,14,35,8,0,43
BALOTA,VL,318,6,4,0,10,28,15,0,43
BĂIAŞA,VL,622,11,7,0,18,78,13,0,91
CIOCÎLTEI,VL,504,5,0,0,5,76,0,0,76
CUENI,VL,510,5,3,0,8,53,16,0,69
BĂRBĂRIGENI,VL,169,4,2,0,6,30,10,0,40
ROŞIILE,VL,878,6,1,0,7,51,17,0,68
ROMÂNEŞTI,VL,843,5,0,0,5,41,8,0,49
ZGUBEA,VL,277,10,5,0,15,48,12,0,60
PERTEŞTI,VL,53,4,3,0,7,16,14,0,30
RUNCU,VL,441,9,9,0,18,78,25,0,103
"VALEA BABEI",VL,208,7,7,0,14,30,16,0,46
SURPAŢI,VL,114,5,0,0,5,27,8,0,35
SĂLĂTRUCEL,VL,1172,22,3,0,25,223,28,0,251
ŞERBĂNEŞTI,VL,399,7,3,0,10,63,12,0,75
PĂTEŞTI,VL,103,6,2,0,8,35,6,0,41
SEACA,VL,89,4,5,0,9,19,6,0,25
SCUNDU,VL,980,33,8,0,41,352,51,25,428
CRÎNGU,VL,656,27,4,0,31,259,35,0,294
SINEŞTI,VL,700,7,1,0,8,79,18,0,97
MIJLOCU,VL,823,8,7,0,15,90,15,0,105
POPEŞTI,VL,530,6,3,0,9,55,9,0,64
MOGEŞTI,VL,821,15,12,0,27,125,26,1,152
MILOSTEA,VL,647,7,0,0,7,84,18,0,102
RUGETU,VL,536,15,1,0,16,102,16,0,118
GORUNEŞTI,VL,364,4,5,0,9,59,9,0,68
SLĂTIOARA,VL,412,13,1,0,14,54,9,0,63
STĂNEŞTI,VL,422,12,3,0,15,78,15,0,93
VÎRLENI,VL,378,13,4,0,17,59,15,0,74
"LINIA DEALULUI",VL,136,8,1,0,9,28,15,0,43
STOENEŞTI,VL,898,22,9,0,31,147,37,0,184
BÎRLOGU,VL,299,10,4,0,14,86,17,0,103
DOBRICENI,VL,1035,33,3,0,36,154,25,0,179
"PISCU MARE",VL,503,7,5,0,12,56,23,0,79
ZMEURĂTU,VL,142,16,6,0,22,43,29,0,72
URŞI,VL,1183,38,4,0,42,283,19,0,302
STOILEŞTI,VL,607,19,8,0,27,164,30,0,194
GEAMĂNA,VL,780,16,5,0,21,105,13,0,118
BÎRSOIU,VL,524,12,11,0,23,114,35,0,149
STROEŞTI,VL,754,13,0,0,13,96,18,0,114
CIREŞU,VL,659,16,5,0,21,89,18,0,107
DIANU,VL,410,16,6,0,22,66,19,0,85
OBROCEŞTI,VL,279,8,1,0,9,44,10,0,54
POJOGI-CERNA,VL,209,5,12,0,17,22,22,0,44
MĂZILI,VL,1323,35,9,0,44,140,24,0,164
VERDEA,VL,440,11,2,0,13,44,3,0,47
ŞIRINEASA,VL,1186,20,4,0,24,121,17,0,138
CIORĂŞTI,VL,491,14,3,0,17,69,14,0,83
SLĂVITEŞTI,VL,254,4,4,0,8,26,7,0,33
ŞTEFĂNEŞTI,VL,957,24,3,0,27,97,6,0,103
ŞERBĂNEŞTI,VL,689,28,1,0,29,117,9,0,126
DOBRUŞA,VL,1037,39,8,0,47,156,32,1,189
UŞUREI,VL,449,13,5,0,18,81,18,0,99
ŞUŞANI,VL,948,12,6,0,18,123,28,0,151
STOICULEŞTI,VL,309,16,1,0,17,63,8,0,71
RÎMEŞTI,VL,894,11,2,0,13,121,19,0,140
BĂROIU,VL,319,14,6,0,20,41,11,0,52
TETOIU,VL,546,6,4,0,10,41,18,0,59
ŢEPEŞTI,VL,703,5,0,0,5,68,24,0,92
NENCIULEŞTI,VL,277,14,6,0,20,37,18,0,55
BUDELE,VL,153,5,2,0,7,35,15,0,50
TITEŞTI,VL,470,18,7,0,25,81,19,0,100
BRATOVEŞTI,VL,145,9,5,0,14,52,26,0,78
TOMŞANI,VL,964,25,6,0,31,236,24,0,260
"FOLEŞTII DE SUS",VL,957,12,5,0,17,125,26,0,151
"FOLEŞTII DE JOS",VL,666,16,13,0,29,98,35,0,133
BOGDĂNEŞTI,VL,592,22,4,0,26,129,18,0,147
VAIDEENI,VL,2126,99,13,0,112,616,62,0,678
"IZVORU RECE",VL,664,20,3,0,23,187,27,0,214
MARIŢA,VL,464,11,11,0,22,71,37,0,108
DELURENI,VL,421,8,7,0,15,26,16,0,42
"VALEA MARE",VL,517,15,4,0,19,66,12,0,78
BĂTĂŞANI,VL,408,8,9,0,17,93,14,0,107
MĂRGINENI,VL,311,9,9,0,18,70,25,0,95
DRĂGANU,VL,437,6,6,0,12,62,19,0,81
VLĂDEŞTI,VL,1528,47,3,0,50,260,46,0,306
PRIPORU,VL,1152,34,4,0,38,153,16,0,169
VOICEŞTI,VL,1267,31,3,0,34,93,14,0,107
VOINEASA,VL,711,16,12,0,28,88,28,0,116
VOINEŞIŢA,VL,617,19,9,0,28,78,22,0,100
ZĂTRENI,VL,549,6,0,0,6,101,16,0,117
STANOMIRU,VL,379,10,2,0,12,42,10,0,52
VĂLENI,VL,370,12,5,0,17,61,20,0,81
"DEALU VĂLENI",VL,220,2,12,0,14,33,30,0,63
SĂŞCIOARA,VL,332,4,7,0,11,60,30,0,90
FOCŞANI,VN,76455,4091,371,351,4813,12570,1236,364,14170
MÎNDREŞTI-MUNTENI,VN,1365,38,1,158,197,187,9,158,354
ADJUD,VN,14036,480,115,0,595,2080,244,43,2367
BURCIOAIA,VN,452,16,2,0,18,129,8,0,137
ŞIŞCANI,VN,698,10,3,0,13,100,13,0,113
"ADJUDU VECHI",VN,1380,35,3,0,38,233,20,0,253
MĂRĂŞEŞTI,VN,8418,205,15,0,220,1278,70,1,1349
HARET,VN,491,4,6,0,10,52,9,0,61
PĂDURENI,VN,423,35,6,0,41,108,22,0,130
CĂLIMĂNEŞTI,VN,449,14,0,0,14,101,4,0,105
TIŞIŢA,VN,225,12,0,0,12,45,6,0,51
ODOBEŞTI,VN,5760,227,39,0,266,1181,120,1,1302
UNIREA,VN,2123,45,8,0,53,353,45,0,398
PANCIU,VN,4937,211,31,0,242,877,119,21,1017
"SATU NOU",VN,837,26,1,0,27,179,23,0,202
"CRUCEA DE JOS",VN,389,15,7,0,22,89,18,0,107
DUMBRAVA,VN,402,15,0,0,15,77,7,0,84
"CRUCEA DE SUS",VN,724,43,4,0,47,171,14,0,185
NEICU,VN,543,26,7,0,33,104,13,0,117
"ANDREIAŞU DE JOS",VN,476,13,4,0,17,191,31,0,222
RĂCHITAŞU,VN,574,11,3,0,14,186,5,0,191
"ANDREIAŞU DE SUS",VN,393,10,0,0,10,144,7,0,151
BĂLEŞTI,VN,1575,67,9,0,76,355,49,0,404
BÂRSEŞTI,VN,1196,40,4,17,61,426,24,48,498
BILIEŞTI,VN,2067,83,17,7,107,511,79,17,607
BOGHEŞTI,VN,679,11,2,0,13,87,22,0,109
PRISECANI,VN,427,12,1,0,13,117,31,0,148
IUGANI,VN,125,4,4,0,8,50,19,0,69
BOLOTEŞTI,VN,608,18,9,0,27,123,41,0,164
PUTNA,VN,525,12,2,0,14,74,18,1,93
IVĂNCEŞTI,VN,368,3,6,0,9,49,9,0,58
GĂGEŞTI,VN,1765,20,5,0,25,307,47,0,354
"VITĂNEŞTII DE SUB MĂGURĂ",VN,595,17,2,0,19,119,27,0,146
BORDEŞTI,VN,1017,26,2,0,28,145,13,0,158
"BORDEŞTII DE JOS",VN,416,21,10,0,31,140,33,0,173
BROŞTENI,VN,1354,41,13,0,54,330,34,0,364
ARVA,VN,514,9,3,0,12,87,5,0,92
CHIOJDENI,VN,796,6,0,0,6,110,11,0,121
CĂTĂUŢI,VN,288,4,0,0,4,50,5,0,55
LUNCILE,VN,740,17,2,0,19,88,6,0,94
CIORĂŞTI,VN,711,34,7,0,41,100,24,0,124
CODREŞTI,VN,170,6,6,0,12,34,19,0,53
MIHĂLCENI,VN,563,20,2,0,22,84,20,0,104
"SALCIA NOUĂ",VN,339,60,11,0,71,90,22,0,112
"SALCIA VECHE",VN,235,26,1,0,27,52,8,0,60
"SATU NOU",VN,206,10,4,0,14,15,7,0,22
SPĂTĂREASA,VN,164,16,2,0,18,39,8,0,47
CÎMPINEANCA,VN,3478,133,13,0,146,618,54,0,672
CÎMPURI,VN,1725,47,17,0,64,453,29,4,486
"ROTILEŞTII MICI",VN,534,13,4,0,17,130,19,0,149
FETEŞTI,VN,764,10,8,0,18,141,26,0,167
CÎRLIGELE,VN,1061,31,9,0,40,172,40,0,212
BLIDARI,VN,465,13,13,0,26,72,29,0,101
BONŢEŞTI,VN,383,12,9,0,21,81,19,0,100
DĂLHĂUŢI,VN,560,27,44,0,71,88,52,0,140
ŞERBĂNEŞTI,VN,346,15,5,0,20,109,30,0,139
BUDA,VN,413,18,2,0,20,88,14,0,102
RĂDĂCINEŞTI,VN,355,16,6,0,22,89,25,0,114
OCHEŞEŞTI,VN,273,13,0,0,13,100,7,0,107
COTEŞTI,VN,1583,46,9,0,55,245,61,0,306
BUDEŞTI,VN,1511,43,9,0,52,217,37,0,254
"VALEA COTEŞTI",VN,574,5,2,0,7,80,15,0,95
"GOLEŞTII DE SUS",VN,346,23,2,0,25,106,13,0,119
DUMBRĂVENI,VN,2534,49,8,0,57,356,42,0,398
CÎNDEŞTI,VN,1153,26,5,0,31,195,45,1,241
DUMITREŞTI,VN,622,21,12,0,33,155,32,0,187
"DUMITREŞTII DE SUS",VN,225,6,3,0,9,75,11,0,86
MOTNĂU,VN,286,13,0,0,13,81,6,0,87
TRESTIA,VN,134,6,0,0,6,38,6,0,44
TINOASA,VN,142,4,0,0,4,59,1,0,60
LĂSTUNI,VN,272,12,2,0,14,88,8,0,96
POIENIŢA,VN,189,7,2,0,9,57,6,0,63
DUMITREŞTII-FAŢĂ,VN,175,17,9,4,30,76,15,4,95
"BICEŞTII DE SUS",VN,611,15,3,0,18,220,25,0,245
GĂLOIEŞTI,VN,470,12,2,0,14,129,15,0,144
"BICEŞTII DE JOS",VN,536,44,5,0,49,148,13,0,161
FITIONEŞTI,VN,1260,24,4,0,28,244,40,0,284
GHIMICEŞTI,VN,338,9,6,0,15,75,30,0,105
MĂNĂSTIOARA,VN,618,13,9,0,22,104,26,0,130
GAROAFA,VN,1591,39,4,0,43,326,47,0,373
BIZIGHEŞTI,VN,596,24,3,0,27,126,13,0,139
DOAGA,VN,373,9,5,0,14,102,26,0,128
CIUŞLEA,VN,1305,86,25,0,111,242,54,0,296
GOLEŞTI,VN,3266,127,12,0,139,611,57,0,668
CEARDAC,VN,556,21,0,0,21,90,7,0,97
GOLOGANU,VN,2639,51,10,0,61,368,33,0,401
GUGEŞTI,VN,5050,159,13,0,172,821,52,0,873
OREAVU,VN,444,21,6,0,27,82,20,0,102
"GURA CALIŢEI",VN,2143,45,6,0,51,385,39,0,424
HOMOCEA,VN,4486,83,14,0,97,957,51,0,1008
LESPEZI,VN,1047,13,5,0,18,221,22,0,243
COSTIŞA,VN,295,5,0,0,5,67,19,0,86
JARIŞTEA,VN,2381,45,13,0,58,339,84,0,423
VĂRSĂTURA,VN,470,21,0,0,21,70,20,0,90
PĂDURENI,VN,393,16,10,0,26,104,30,0,134
SCÎNTEIA,VN,170,5,3,0,8,43,18,0,61
JITIA,VN,797,20,0,0,20,180,16,1,197
"JITIA DE JOS",VN,328,8,5,0,13,132,9,0,141
"DEALU SĂRII",VN,153,16,0,0,16,73,14,0,87
MĂICĂNEŞTI,VN,2627,131,19,0,150,577,84,9,670
RÎMNICENI,VN,1279,68,6,0,74,412,37,0,449
MERA,VN,1620,20,2,0,22,310,39,0,349
VULCĂNEASA,VN,1599,22,4,0,26,363,24,0,387
MILCOVUL,VN,2206,65,12,0,77,454,55,6,515
LĂMOTEŞTI,VN,861,37,8,0,45,173,20,7,200
DIOCHEŢIREDIU,VN,580,12,0,0,12,200,20,0,220
MOVILIŢA,VN,1798,39,10,0,49,388,56,0,444
TROTUŞANU,VN,380,16,5,0,21,81,16,0,97
FRECĂŢEI,VN,408,3,0,0,3,79,12,0,91
NĂNEŞTI,VN,1077,17,15,0,32,117,42,0,159
"CĂLIENII VECHI",VN,585,20,8,0,28,94,31,0,125
"CĂLIENII NOI",VN,272,6,6,0,12,49,24,0,73
NĂRUJA,VN,1004,33,11,0,44,442,38,22,502
"PODU NĂRUJEI",VN,540,24,2,0,26,186,23,6,215
NEGRILEŞTI,VN,1428,61,7,35,103,362,18,40,420
NEREJU,VN,1408,56,7,0,63,469,28,0,497
"NEREJU MIC",VN,2053,66,3,0,69,765,37,0,802
VETREŞTI-HERĂSTRĂU,VN,837,21,4,49,74,197,11,49,257
OBREJIŢA,VN,1284,24,0,0,24,170,12,0,182
PALTIN,VN,1590,61,19,0,80,557,49,0,606
PĂULEŞTI,VN,1056,52,5,0,57,365,20,1,386
HĂULIŞCA,VN,556,29,12,0,41,201,20,0,221
PĂUNEŞTI,VN,4617,48,16,0,64,662,102,1,765
VIIŞOARA,VN,810,14,2,0,16,143,11,0,154
PLOSCUŢENI,VN,2129,54,5,0,59,358,27,6,391
ARGEA,VN,339,12,0,0,12,103,6,0,109
"POIANA CRISTEI",VN,946,33,2,0,35,215,10,0,225
"PODU LACULUI",VN,529,21,4,0,25,190,13,0,203
MAHRIU,VN,317,9,0,0,9,117,9,0,126
PETREANU,VN,123,9,4,0,13,41,8,0,49
TÎRÎTU,VN,232,25,2,0,27,96,4,0,100
POPEŞTI,VN,2051,32,4,0,36,228,26,0,254
TERCHEŞTI,VN,505,8,1,0,9,29,10,0,39
PUFEŞTI,VN,1318,31,2,0,33,162,16,0,178
CIORANI,VN,817,18,6,0,24,137,19,0,156
DOMNEŞTI-TÎRG,VN,1233,25,2,0,27,161,13,0,174
RĂCOASA,VN,916,24,4,0,28,203,28,0,231
GOGOIU,VN,179,5,0,0,5,52,10,0,62
MĂRĂŞTI,VN,434,9,4,0,13,117,15,0,132
VARNIŢA,VN,448,15,4,0,19,99,14,0,113
VERDEA,VN,588,11,1,0,12,225,29,0,254
RĂSTOACA,VN,2106,62,3,0,65,399,19,43,461
ŞINDRILARI,VN,985,24,4,0,28,344,19,0,363
REGHIU,VN,532,13,4,0,17,142,20,0,162
RĂIUŢI,VN,286,18,1,0,19,120,12,0,132
RUGINEŞTI,VN,1579,32,8,15,55,332,55,19,406
ANGHELEŞTI,VN,1017,38,5,0,43,292,33,6,331
COPĂCEŞTI,VN,588,13,2,0,15,154,17,0,171
VĂLENI,VN,256,16,2,0,18,69,11,5,85
SIHLEA,VN,1893,61,11,0,72,336,38,0,374
CĂIATA,VN,565,14,9,0,23,77,23,0,100
BOGZA,VN,743,58,4,0,62,220,45,0,265
VOETIN,VN,902,30,7,0,37,138,27,0,165
"SLOBOZIA BRADULUI",VN,2467,137,14,0,151,743,48,0,791
COROTENI,VN,778,11,7,0,18,132,19,0,151
CORNETU,VN,1039,69,7,0,76,309,16,0,325
"SLOBOZIA CIORĂŞTI",VN,1110,65,23,0,88,296,59,19,374
JILIŞTE,VN,569,18,6,0,24,177,21,16,214
DRAGOSLOVENI,VN,1078,33,10,0,43,241,40,0,281
RUCĂRENI,VN,777,35,3,0,38,187,29,0,216
SPULBER,VN,1010,29,1,0,30,425,18,0,443
STRĂOANE,VN,1908,61,12,0,73,407,62,0,469
REPEDEA,VN,286,14,4,0,18,81,5,0,86
MUNCELU,VN,792,26,5,0,31,183,39,0,222
SURAIA,VN,4929,100,9,31,140,540,46,34,620
TĂNĂSOAIA,VN,1150,64,10,35,109,343,68,37,448
TĂTĂRANU,VN,1190,32,2,0,34,194,17,1,212
MĂRTINEŞTI,VN,561,18,11,0,29,92,30,0,122
VÎJÎITOAREA,VN,192,34,13,0,47,77,22,0,99
"BORDEASCA VECHE",VN,1523,59,19,0,78,260,63,0,323
"BORDEASCA NOUĂ",VN,347,17,6,0,23,66,20,0,86
TÂMBOEŞTI,VN,1049,14,3,0,17,54,27,0,81
SLIMNIC,VN,1191,47,3,0,50,194,22,0,216
TRESTIENI,VN,141,7,3,0,10,17,5,0,22
TULNICI,VN,2354,92,6,0,98,589,31,0,620
COZA,VN,668,30,6,0,36,255,19,0,274
LEPŞA,VN,367,9,26,0,35,82,91,0,173
ŢIFEŞTI,VN,857,7,0,0,7,88,19,0,107
BĂTINEŞTI,VN,1302,35,8,0,43,233,30,0,263
CLIPICEŞTI,VN,685,16,0,0,16,73,8,0,81
OLEŞEŞTI,VN,740,18,2,0,20,85,20,0,105
SÎRBI,VN,638,22,6,0,28,116,26,0,142
URECHEŞTI,VN,2288,48,17,0,65,299,60,0,359
"VALEA SĂRII",VN,1664,77,7,0,84,540,36,0,576
VIDRA,VN,1458,70,14,21,105,316,48,21,385
VOLOŞCANI,VN,293,4,3,0,7,76,11,0,87
IREŞTI,VN,755,16,7,0,23,185,34,0,219
ŞERBEŞTI,VN,475,20,5,0,25,103,36,0,139
BURCA,VN,1350,27,10,0,37,222,26,0,248
SCAFARI,VN,363,16,4,0,20,143,22,0,165
TICHIRIŞ,VN,645,17,5,0,22,155,9,0,164
VIIŞOARA,VN,575,14,2,0,16,185,9,0,194
VINTILEASCA,VN,631,41,5,0,46,269,40,0,309
NECULELE,VN,382,28,9,0,37,140,26,2,168
BAHNELE,VN,466,19,3,0,22,204,14,0,218
"DUPĂ MĂGURA",VN,75,6,0,0,6,25,5,0,30
"POIANA STOICHII",VN,56,4,2,0,6,29,8,0,37
"VIZANTEA RĂZĂŞEASCĂ",VN,636,46,9,0,55,222,27,24,273
"VIZANTEA MĂNĂSTIREASCĂ",VN,1426,47,4,30,81,313,19,30,362
"PISCU RADULUI",VN,355,5,8,0,13,74,11,0,85
MESTEACĂNU,VN,304,7,1,0,8,102,7,0,109
LIVEZILE,VN,578,13,1,0,14,129,21,0,150
VÎNĂTORI,VN,1135,33,9,0,42,191,38,0,229
JORĂŞTI,VN,1288,35,2,0,37,273,26,0,299
PETREŞTI,VN,1205,35,4,0,39,218,37,0,255
"MIRCEŞTII NOI",VN,751,17,5,0,22,148,30,0,178
"MIRCEŞTII VECHI",VN,252,14,2,0,16,80,19,0,99
"BALTA RAŢEI",VN,239,4,3,0,7,34,13,0,47
RĂDULEŞTI,VN,746,21,6,0,27,117,22,0,139
VÎRTEŞCOIU,VN,1270,32,5,0,37,239,28,0,267
FARAOANELE,VN,1024,31,9,0,40,250,28,0,278
BECIU,VN,346,11,5,0,16,83,30,0,113
RÎMNICEANCA,VN,228,13,1,0,14,47,13,0,60
VRÎNCIOAIA,VN,502,44,0,0,44,191,5,9,205
POIANA,VN,573,13,4,0,17,175,22,19,216
SPINEŞTI,VN,626,10,1,0,11,151,10,24,185
MUNCEI,VN,582,12,3,0,15,183,14,23,220
VULTURU,VN,3801,85,14,0,99,512,60,0,572
BOŢÎRLĂU,VN,1224,34,3,0,37,175,25,0,200
HÎNGULEŞTI,VN,973,74,13,0,87,305,45,0,350
MALURI,VN,468,11,7,0,18,60,31,0,91
"VADU ROŞCA",VN,588,35,9,0,44,145,24,0,169
VASLUI,VS,110653,2687,235,15,2937,9910,659,126,10695
BÎRLAD,VS,59356,2652,174,76,2902,9143,494,80,9717
HUŞI,VS,27521,892,129,41,1062,3684,297,42,4023
MURGENI,VS,2853,148,10,0,158,438,32,0,470
CÂRJA,VS,797,23,14,0,37,126,46,0,172
FLORENI,VS,538,8,4,0,12,97,17,0,114
LĂŢEŞTI,VS,258,10,3,0,13,50,10,0,60
RAIU,VS,535,21,0,0,21,103,9,0,112
SĂRĂŢENI,VS,297,8,5,0,13,31,6,0,37
SCHINENI,VS,388,18,4,0,22,88,15,0,103
NEGREŞTI,VS,5878,207,16,0,223,1151,54,0,1205
"VALEA MARE",VS,680,21,5,0,26,126,10,0,136
POIANA,VS,218,10,6,0,16,50,17,0,67
CIOATELE,VS,286,8,5,0,13,113,7,2,122
PARPANIŢA,VS,471,48,6,0,54,190,30,0,220
GLODENI,VS,224,21,4,0,25,64,14,0,78
CĂZĂNEŞTI,VS,356,11,1,0,12,94,10,0,104
ALBEŞTI,VS,830,21,4,0,25,143,29,0,172
CORNI-ALBEŞTI,VS,994,26,3,0,29,183,30,0,213
CRASNA,VS,443,5,1,0,6,81,12,0,93
"GURA ALBEŞTI",VS,116,11,2,0,13,25,11,0,36
"ALEXANDRU VLAHUŢĂ",VS,645,26,30,0,56,86,84,0,170
GHICANI,VS,139,7,3,0,10,24,6,0,30
BUDA,VS,219,7,0,0,7,30,5,0,35
MORĂRENI,VS,198,16,3,0,19,53,4,0,57
ARSURA,VS,528,9,3,0,12,81,17,0,98
FUNDĂTURA,VS,329,13,3,0,16,70,12,0,82
PÎHNEŞTI,VS,345,10,7,0,17,94,25,0,119
"MIHAIL KOGĂLNICEANU",VS,80,4,9,0,13,18,21,0,39
"GARA BANCA",VS,1063,15,0,0,15,186,19,0,205
BANCA,VS,839,23,2,0,25,159,19,0,178
GHERMĂNEŞTI,VS,383,10,2,0,12,97,15,0,112
STOIŞEŞTI,VS,482,21,4,0,25,139,20,0,159
ŢIFU,VS,321,35,6,0,41,114,16,0,130
"1 DECEMBRIE",VS,347,20,7,0,27,158,47,0,205
MITOC,VS,297,22,0,0,22,87,8,0,95
SÎRBI,VS,326,19,5,0,24,60,16,0,76
STRÎMTURA-MITOC,VS,165,12,0,0,12,43,3,0,46
MICLEŞTI,VS,194,26,7,0,33,65,13,0,78
BĂCANI,VS,1084,27,15,0,42,218,30,0,248
BĂLTĂŢENI,VS,362,21,4,0,25,107,17,0,124
DRUJEŞTI,VS,344,24,4,0,28,105,19,0,124
SUSENI,VS,336,6,0,0,6,79,10,0,89
VULPĂŞENI,VS,153,8,3,0,11,45,11,0,56
BĂCEŞTI,VS,1707,29,7,24,60,245,20,24,289
ARMĂŞENI,VS,318,9,0,0,9,97,12,0,109
BĂBUŞA,VS,340,6,6,0,12,86,13,0,99
PĂLTINIŞ,VS,237,6,2,0,8,62,6,0,68
"ŢIBĂNEŞTII BUHLII",VS,171,5,5,0,10,35,12,0,47
VOVRIEŞTI,VS,253,9,1,0,10,64,9,0,73
BĂLTENI,VS,784,26,3,0,29,178,30,0,208
BĂLTENI-DEAL,VS,381,16,6,0,22,78,17,0,95
CHETREŞTI,VS,103,7,7,0,14,53,16,0,69
BEREZENI,VS,1876,44,12,0,56,298,35,0,333
MUŞATA,VS,365,13,2,0,15,71,9,0,80
RÎNCENI,VS,446,10,2,0,12,112,15,0,127
STUHULEŢ,VS,182,10,4,0,14,47,12,0,59
"SATU NOU",VS,1150,36,2,0,38,266,14,0,280
BLĂGEŞTI,VS,834,9,1,0,10,71,9,0,80
IGEŞTI,VS,201,3,1,0,4,25,11,0,36
SIPENI,VS,71,2,4,0,6,17,13,0,30
BOGDANA,VS,454,25,1,0,26,88,11,0,99
SUCEVENI,VS,158,5,0,0,5,14,6,0,20
GĂVANU,VS,94,8,5,0,13,33,12,0,45
VERDEŞ,VS,155,12,4,0,16,41,14,0,55
"LACU BABEI",VS,334,14,0,0,14,96,6,0,102
BOGDĂNEŞTI,VS,790,19,7,0,26,185,27,0,212
BUDA,VS,283,24,7,0,31,157,16,0,173
VIŞINARI,VS,157,12,2,0,14,72,14,0,86
ULEA,VS,269,9,7,0,16,61,14,0,75
UNŢEŞTI,VS,792,23,3,0,26,184,15,0,199
HOROIATA,VS,119,3,3,0,6,39,13,0,52
BOGDĂNIŢA,VS,150,8,9,0,17,39,18,0,57
COROIEŞTI,VS,351,21,2,0,23,62,10,0,72
TUNSEŞTI,VS,205,15,4,0,19,45,5,0,50
CEPEŞTI,VS,437,30,3,0,33,142,30,5,177
BOŢEŞTI,VS,808,19,4,0,23,141,20,0,161
GUGEŞTI,VS,799,35,6,0,41,212,27,0,239
AVEREŞTI,VS,232,25,2,0,27,65,7,0,72
BUNEŞTI,VS,982,21,1,0,22,206,9,0,215
PLOPI,VS,380,17,14,0,31,72,25,0,97
ARMĂŞENI,VS,285,14,1,0,15,54,8,0,62
"PODU OPRII",VS,196,8,2,0,10,39,17,0,56
CIOCANI,VS,904,17,1,0,18,108,18,0,126
CRÂNG,VS,358,6,5,0,11,43,10,0,53
CODĂEŞTI,VS,1709,52,8,0,60,234,24,0,258
PRIBEŞTI,VS,975,18,3,0,21,94,14,0,108
"REDIU GALIAN",VS,454,6,4,0,10,87,10,0,97
GHERGHELEU,VS,320,11,7,0,18,54,10,0,64
COROIEŞTI,VS,729,37,0,0,37,263,13,0,276
CHILIENI,VS,211,19,6,0,25,66,14,0,80
MIRENI,VS,382,65,2,0,67,200,20,0,220
HREASCA,VS,302,12,3,0,15,108,9,0,117
COSTEŞTI,VS,1452,26,29,0,55,309,66,0,375
PUNTIŞENI,VS,234,17,3,0,20,48,13,0,61
